,Date,Price,Open,High,Low,Vol.,Change %
401,10/13/16,"2,132.55","2,130.26","2,138.19","2,114.72",-,-0.31%
402,10/12/16,"2,139.18","2,137.67","2,145.36","2,132.77",-,0.11%
403,10/11/16,"2,136.73","2,161.35","2,161.56","2,128.84",-,-1.24%
404,10/10/16,"2,163.66","2,160.39","2,169.60","2,160.39",-,0.46%
405,10/7/16,"2,153.74","2,164.19","2,165.86","2,144.85",-,-0.33%
406,10/6/16,"2,160.77","2,158.22","2,162.93","2,150.28",-,0.05%
407,10/5/16,"2,159.73","2,155.15","2,163.95","2,155.15",-,0.43%
408,10/4/16,"2,150.49","2,163.37","2,165.46","2,144.01",-,-0.50%
409,10/3/16,"2,161.20","2,164.33","2,164.41","2,154.77",-,-0.33%
410,9/30/16,"2,168.27","2,156.51","2,175.30","2,156.51",-,0.80%
411,9/29/16,"2,151.13","2,168.90","2,172.67","2,145.20",-,-0.93%
412,9/28/16,"2,171.37","2,161.85","2,172.40","2,151.79",-,0.53%
413,9/27/16,"2,159.93","2,146.04","2,161.13","2,141.55",-,0.64%
414,9/26/16,"2,146.10","2,158.54","2,158.54","2,145.04",-,-0.86%
415,9/23/16,"2,164.69","2,173.29","2,173.75","2,163.97",-,-0.57%
416,9/22/16,"2,177.18","2,170.94","2,179.99","2,170.94",-,0.65%
417,9/21/16,"2,163.12","2,144.58","2,165.11","2,139.57",-,1.09%
418,9/20/16,"2,139.76","2,145.94","2,150.80","2,139.17",-,0.03%
419,9/19/16,"2,139.12","2,143.99","2,153.61","2,135.91",-,-0.00%
420,9/16/16,"2,139.16","2,146.48","2,146.48","2,131.20",-,-0.38%
421,9/15/16,"2,147.26","2,125.36","2,151.31","2,122.36",-,1.01%
422,9/14/16,"2,125.77","2,127.86","2,141.33","2,119.90",-,-0.06%
423,9/13/16,"2,127.02","2,150.47","2,150.47","2,120.27",-,-1.48%
424,9/12/16,"2,159.04","2,120.86","2,163.30","2,119.12",-,1.47%
425,9/9/16,"2,127.81","2,169.08","2,169.08","2,127.81",-,-2.45%
426,9/8/16,"2,181.30","2,182.76","2,184.94","2,177.49",-,-0.22%
427,9/7/16,"2,186.16","2,185.17","2,187.87","2,179.07",-,-0.01%
428,9/6/16,"2,186.48","2,181.61","2,186.57","2,175.10",-,0.30%
429,9/2/16,"2,179.98","2,177.49","2,184.87","2,173.59",-,0.42%
430,9/1/16,"2,170.86","2,171.33","2,173.56","2,157.09",-,-0.00%
431,8/31/16,"2,170.95","2,173.56","2,173.79","2,161.35",-,-0.24%
432,8/30/16,"2,176.12","2,179.45","2,182.27","2,170.41",-,-0.20%
433,8/29/16,"2,180.38","2,170.19","2,183.48","2,170.19",-,0.52%
434,8/26/16,"2,169.04","2,175.10","2,187.94","2,160.39",-,-0.16%
435,8/25/16,"2,172.47","2,173.29","2,179.00","2,169.74",-,-0.14%
436,8/24/16,"2,175.44","2,185.09","2,186.66","2,171.25",-,-0.52%
437,8/23/16,"2,186.90","2,187.81","2,193.42","2,186.80",-,0.20%
438,8/22/16,"2,182.64","2,181.58","2,185.15","2,175.96",-,-0.06%
439,8/19/16,"2,183.87","2,184.24","2,185.00","2,175.13",-,-0.14%
440,8/18/16,"2,187.02","2,181.90","2,187.03","2,180.46",-,0.22%
441,8/17/16,"2,182.22","2,177.84","2,183.08","2,168.50",-,0.19%
442,8/16/16,"2,178.15","2,186.24","2,186.24","2,178.14",-,-0.55%
443,8/15/16,"2,190.15","2,186.08","2,193.81","2,186.08",-,0.28%
444,8/12/16,"2,184.05","2,183.74","2,186.28","2,179.42",-,-0.08%
445,8/11/16,"2,185.79","2,177.97","2,188.45","2,177.97",-,0.47%
446,8/10/16,"2,175.49","2,182.81","2,183.41","2,172.00",-,-0.29%
447,8/9/16,"2,181.74","2,182.24","2,187.66","2,178.61",-,0.04%
448,8/8/16,"2,180.89","2,183.76","2,185.44","2,177.85",-,-0.09%
449,8/5/16,"2,182.87","2,168.79","2,182.87","2,168.79",-,0.86%
450,8/4/16,"2,164.25","2,163.51","2,168.19","2,159.07",-,0.02%
451,8/3/16,"2,163.79","2,156.81","2,163.79","2,152.56",-,0.31%
452,8/2/16,"2,157.03","2,169.94","2,170.20","2,147.58",-,-0.64%
453,8/1/16,"2,170.84","2,173.15","2,178.29","2,166.21",-,-0.13%
454,7/29/16,"2,173.60","2,168.83","2,177.09","2,163.49",-,0.16%
455,7/28/16,"2,170.06","2,166.05","2,172.85","2,159.74",-,0.16%
456,7/27/16,"2,166.58","2,169.81","2,174.98","2,159.07",-,-0.12%
457,7/26/16,"2,169.18","2,168.97","2,173.54","2,160.18",-,0.03%
458,7/25/16,"2,168.48","2,173.71","2,173.71","2,161.95",-,-0.30%
459,7/22/16,"2,175.03","2,166.47","2,175.11","2,163.24",-,0.46%
460,7/21/16,"2,165.17","2,172.91","2,174.56","2,159.75",-,-0.36%
461,7/20/16,"2,173.02","2,166.10","2,175.63","2,164.89",-,0.43%
462,7/19/16,"2,163.78","2,163.79","2,164.63","2,159.01",-,-0.14%
463,7/18/16,"2,166.89","2,162.04","2,168.35","2,159.63",-,0.24%
464,7/15/16,"2,161.74","2,165.13","2,169.05","2,155.79",-,-0.09%
465,7/14/16,"2,163.75","2,157.88","2,168.99","2,157.88",-,0.53%
466,7/13/16,"2,152.43","2,153.81","2,156.45","2,146.21",-,0.01%
467,7/12/16,"2,152.14","2,139.50","2,155.40","2,139.50",-,0.70%
468,7/11/16,"2,137.16","2,131.72","2,143.16","2,131.72",-,0.34%
469,7/8/16,"2,129.90","2,106.97","2,131.71","2,106.97",-,1.53%
470,7/7/16,"2,097.90","2,100.42","2,109.08","2,089.39",-,-0.09%
471,7/6/16,"2,099.73","2,084.43","2,100.72","2,074.02",-,0.54%
472,7/5/16,"2,088.55","2,095.05","2,095.05","2,080.86",-,-0.68%
473,7/1/16,"2,102.95","2,099.34","2,108.71","2,097.90",-,0.19%
474,6/30/16,"2,098.86","2,073.17","2,098.94","2,070.00",-,1.36%
475,6/29/16,"2,070.77","2,042.69","2,073.13","2,042.69",-,1.70%
476,6/28/16,"2,036.09","2,006.67","2,036.09","2,006.67",-,1.78%
477,6/27/16,"2,000.54","2,031.45","2,031.45","1,991.68",-,-1.81%
478,6/24/16,"2,037.41","2,103.81","2,103.81","2,032.57",-,-3.59%
479,6/23/16,"2,113.32","2,092.80","2,113.32","2,092.80",-,1.34%
480,6/22/16,"2,085.45","2,089.75","2,099.71","2,084.36",-,-0.17%
481,6/21/16,"2,088.90","2,085.19","2,093.66","2,083.02",-,0.27%
482,6/20/16,"2,083.25","2,075.58","2,100.66","2,075.58",-,0.58%
483,6/17/16,"2,071.22","2,078.20","2,078.20","2,062.84",-,-0.33%
484,6/16/16,"2,077.99","2,066.36","2,079.62","2,050.37",-,0.31%
485,6/15/16,"2,071.50","2,077.60","2,085.65","2,069.80",-,-0.18%
486,6/14/16,"2,075.32","2,076.65","2,081.30","2,064.10",-,-0.18%
487,6/13/16,"2,079.06","2,091.75","2,098.12","2,078.46",-,-0.81%
488,6/10/16,"2,096.07","2,109.57","2,109.57","2,089.96",-,-0.92%
489,6/9/16,"2,115.48","2,115.65","2,117.64","2,107.73",-,-0.17%
490,6/8/16,"2,119.12","2,112.71","2,120.55","2,112.71",-,0.33%
491,6/7/16,"2,112.13","2,110.18","2,119.22","2,110.18",-,0.13%
492,6/6/16,"2,109.41","2,100.83","2,113.36","2,100.83",-,0.49%
493,6/3/16,"2,099.13","2,104.07","2,104.07","2,085.36",-,-0.29%
494,6/2/16,"2,105.26","2,097.71","2,105.26","2,088.59",-,0.28%
495,6/1/16,"2,099.33","2,093.94","2,100.97","2,085.10",-,0.11%
496,5/31/16,"2,096.96","2,100.13","2,103.48","2,088.66",-,-0.10%
497,5/27/16,"2,099.06","2,090.06","2,099.06","2,090.06",-,0.43%
498,5/26/16,"2,090.10","2,091.44","2,094.30","2,087.08",-,-0.02%
499,5/25/16,"2,090.54","2,078.93","2,094.73","2,078.93",-,0.70%
500,5/24/16,"2,076.06","2,052.65","2,079.67","2,052.65",-,1.37%
501,5/23/16,"2,048.04","2,052.23","2,055.58","2,047.26",-,-0.21%
502,5/20/16,"2,052.32","2,041.88","2,058.35","2,041.88",-,0.60%
503,5/19/16,"2,040.04","2,044.21","2,044.21","2,025.91",-,-0.37%
504,5/18/16,"2,047.63","2,044.38","2,060.61","2,034.49",-,0.02%
505,5/17/16,"2,047.21","2,065.04","2,065.69","2,040.82",-,-0.94%
506,5/16/16,"2,066.66","2,046.53","2,071.88","2,046.53",-,0.98%
507,5/13/16,"2,046.61","2,062.50","2,066.79","2,043.13",-,-0.85%
508,5/12/16,"2,064.11","2,067.17","2,073.99","2,053.13",-,-0.02%
509,5/11/16,"2,064.46","2,083.29","2,083.29","2,064.46",-,-0.96%
510,5/10/16,"2,084.39","2,062.63","2,084.87","2,062.63",-,1.25%
511,5/9/16,"2,058.69","2,057.55","2,064.15","2,054.31",-,0.08%
512,5/6/16,"2,057.14","2,047.77","2,057.72","2,039.45",-,0.32%
513,5/5/16,"2,050.63","2,052.95","2,060.23","2,045.77",-,-0.02%
514,5/4/16,"2,051.12","2,060.30","2,060.30","2,045.55",-,-0.59%
515,5/3/16,"2,063.37","2,077.18","2,077.18","2,054.89",-,-0.87%
516,5/2/16,"2,081.43","2,067.17","2,083.42","2,066.11",-,0.78%
517,4/29/16,"2,065.30","2,071.82","2,073.85","2,052.28",-,-0.51%
518,4/28/16,"2,075.81","2,090.93","2,099.30","2,071.62",-,-0.92%
519,4/27/16,"2,095.15","2,092.33","2,099.89","2,082.31",-,0.16%
520,4/26/16,"2,091.70","2,089.84","2,096.87","2,085.80",-,0.19%
521,4/25/16,"2,087.79","2,089.37","2,089.37","2,077.52",-,-0.18%
522,4/22/16,"2,091.58","2,091.49","2,094.32","2,081.20",-,0.00%
523,4/21/16,"2,091.48","2,102.09","2,103.78","2,088.52",-,-0.52%
524,4/20/16,"2,102.40","2,101.52","2,111.05","2,096.32",-,0.08%
525,4/19/16,"2,100.80","2,096.05","2,104.05","2,091.68",-,0.31%
526,4/18/16,"2,094.34","2,078.83","2,094.66","2,073.65",-,0.65%
527,4/15/16,"2,080.73","2,083.10","2,083.22","2,076.31",-,-0.10%
528,4/14/16,"2,082.78","2,082.89","2,087.84","2,078.13",-,0.02%
529,4/13/16,"2,082.42","2,065.92","2,083.18","2,065.92",-,1.00%
530,4/12/16,"2,061.72","2,043.72","2,065.05","2,039.74",-,0.97%
531,4/11/16,"2,041.99","2,050.23","2,062.93","2,041.88",-,-0.27%
532,4/8/16,"2,047.60","2,045.54","2,060.63","2,041.69",-,0.28%
533,4/7/16,"2,041.91","2,063.01","2,063.01","2,033.80",-,-1.20%
534,4/6/16,"2,066.66","2,045.56","2,067.33","2,043.09",-,1.05%
535,4/5/16,"2,045.17","2,062.50","2,062.50","2,042.56",-,-1.01%
536,4/4/16,"2,066.13","2,073.19","2,074.02","2,062.57",-,-0.32%
537,4/1/16,"2,072.78","2,056.62","2,075.07","2,043.98",-,0.63%
538,3/31/16,"2,059.74","2,063.77","2,067.92","2,057.46",-,-0.20%
539,3/30/16,"2,063.95","2,058.27","2,072.21","2,058.27",-,0.44%
540,3/29/16,"2,055.01","2,035.75","2,055.91","2,028.31",-,0.88%
541,3/28/16,"2,037.05","2,037.89","2,042.67","2,031.96",-,0.05%
542,3/24/16,"2,035.94","2,032.48","2,036.04","2,022.49",-,-0.04%
543,3/23/16,"2,036.71","2,048.55","2,048.55","2,034.86",-,-0.64%
544,3/22/16,"2,049.80","2,048.64","2,056.60","2,040.57",-,-0.09%
545,3/21/16,"2,051.60","2,047.88","2,053.91","2,043.14",-,0.10%
546,3/18/16,"2,049.58","2,041.16","2,052.36","2,041.16",-,0.44%
547,3/17/16,"2,040.59","2,026.90","2,046.24","2,022.16",-,0.66%
548,3/16/16,"2,027.22","2,014.24","2,032.02","2,010.04",-,0.56%
549,3/15/16,"2,015.93","2,015.27","2,015.94","2,005.23",-,-0.18%
550,3/14/16,"2,019.64","2,019.27","2,024.57","2,012.05",-,-0.13%
551,3/11/16,"2,022.19","1,994.71","2,022.37","1,994.71",-,1.64%
552,3/10/16,"1,989.57","1,990.97","2,005.08","1,969.25",-,0.02%
553,3/9/16,"1,989.26","1,981.44","1,992.69","1,979.84",-,0.51%
554,3/8/16,"1,979.26","1,996.88","1,996.88","1,977.43",-,-1.12%
555,3/7/16,"2,001.76","1,996.11","2,006.12","1,989.38",-,0.09%
556,3/4/16,"1,999.99","1,994.01","2,009.13","1,986.77",-,0.33%
557,3/3/16,"1,993.40","1,985.60","1,993.69","1,977.37",-,0.35%
558,3/2/16,"1,986.45","1,976.60","1,986.51","1,968.80",-,0.41%
559,3/1/16,"1,978.35","1,937.09","1,978.35","1,937.09",-,2.39%
560,2/29/16,"1,932.23","1,947.13","1,958.27","1,931.81",-,-0.81%
561,2/26/16,"1,948.05","1,954.95","1,962.96","1,945.78",-,-0.19%
562,2/25/16,"1,951.70","1,931.87","1,951.83","1,925.41",-,1.13%
563,2/24/16,"1,929.80","1,917.56","1,932.08","1,891.00",-,0.44%
564,2/23/16,"1,921.27","1,942.38","1,942.38","1,919.44",-,-1.25%
565,2/22/16,"1,945.50","1,924.44","1,946.70","1,924.44",-,1.45%
566,2/19/16,"1,917.78","1,916.74","1,918.78","1,902.17",-,-0.00%
567,2/18/16,"1,917.83","1,927.57","1,930.00","1,915.09",-,-0.47%
568,2/17/16,"1,926.82","1,898.80","1,930.68","1,898.80",-,1.65%
569,2/16/16,"1,895.58","1,871.44","1,895.77","1,871.44",-,1.65%
570,2/12/16,"1,864.78","1,833.40","1,864.78","1,833.40",-,1.95%
571,2/11/16,"1,829.08","1,847.00","1,847.00","1,810.10",-,-1.23%
572,2/10/16,"1,851.86","1,857.10","1,881.60","1,850.32",-,-0.02%
573,2/9/16,"1,852.21","1,848.46","1,868.25","1,834.94",-,-0.07%
574,2/8/16,"1,853.44","1,873.25","1,873.25","1,828.46",-,-1.42%
575,2/5/16,"1,880.05","1,913.07","1,913.07","1,872.65",-,-1.85%
576,2/4/16,"1,915.45","1,911.67","1,927.35","1,900.52",-,0.15%
577,2/3/16,"1,912.53","1,907.07","1,918.01","1,872.23",-,0.50%
578,2/2/16,"1,903.03","1,935.26","1,935.26","1,897.29",-,-1.87%
579,2/1/16,"1,939.38","1,936.94","1,947.20","1,920.30",-,-0.04%
580,1/29/16,"1,940.24","1,894.00","1,940.24","1,894.00",-,2.48%
581,1/28/16,"1,893.36","1,885.22","1,902.96","1,873.65",-,0.55%
582,1/27/16,"1,882.95","1,902.52","1,916.99","1,872.70",-,-1.09%
583,1/26/16,"1,903.63","1,878.79","1,906.73","1,878.79",-,1.41%
584,1/25/16,"1,877.08","1,906.28","1,906.28","1,875.97",-,-1.56%
585,1/22/16,"1,906.90","1,877.40","1,908.85","1,877.40",-,2.03%
586,1/21/16,"1,868.99","1,861.46","1,889.85","1,848.98",-,0.52%
587,1/20/16,"1,859.33","1,876.18","1,876.18","1,812.29",-,-1.17%
588,1/19/16,"1,881.33","1,888.66","1,901.44","1,864.60",-,0.05%
589,1/15/16,"1,880.33","1,916.68","1,916.68","1,857.83",-,-2.16%
590,1/14/16,"1,921.84","1,891.68","1,934.47","1,878.93",-,1.67%
591,1/13/16,"1,890.28","1,940.34","1,950.33","1,886.41",-,-2.50%
592,1/12/16,"1,938.68","1,927.83","1,947.38","1,914.35",-,0.78%
593,1/11/16,"1,923.67","1,926.12","1,935.65","1,901.10",-,0.09%
594,1/8/16,"1,922.03","1,945.97","1,960.40","1,918.46",-,-1.08%
595,1/7/16,"1,943.09","1,985.32","1,985.32","1,938.83",-,-2.37%
596,1/6/16,"1,990.26","2,011.71","2,011.71","1,979.05",-,-1.31%
597,1/5/16,"2,016.71","2,013.78","2,021.94","2,004.17",-,0.20%
598,1/4/16,"2,012.66","2,038.20","2,038.20","1,989.68",-,-1.53%
599,12/31/15,"2,043.94","2,060.59","2,062.54","2,043.62",-,-0.94%
600,12/30/15,"2,063.36","2,077.34","2,077.34","2,061.97",-,-0.72%
601,12/29/15,"2,078.36","2,060.54","2,081.56","2,060.54",-,1.06%
602,12/28/15,"2,056.50","2,057.77","2,057.77","2,044.20",-,-0.22%
603,12/24/15,"2,060.99","2,063.52","2,067.36","2,058.73",-,-0.16%
604,12/23/15,"2,064.29","2,042.20","2,064.73","2,042.20",-,1.24%
605,12/22/15,"2,038.97","2,023.15","2,042.74","2,020.49",-,0.88%
606,12/21/15,"2,021.15","2,010.27","2,022.90","2,005.93",-,0.78%
607,12/18/15,"2,005.55","2,040.81","2,040.81","2,005.33",-,-1.78%
608,12/17/15,"2,041.89","2,073.76","2,076.37","2,041.66",-,-1.50%
609,12/16/15,"2,073.07","2,046.50","2,076.72","2,042.43",-,1.45%
610,12/15/15,"2,043.41","2,025.55","2,053.87","2,025.55",-,1.06%
611,12/14/15,"2,021.94","2,013.37","2,022.92","1,993.26",-,0.48%
612,12/11/15,"2,012.37","2,047.27","2,047.27","2,008.80",-,-1.94%
613,12/10/15,"2,052.23","2,047.93","2,067.65","2,045.67",-,0.23%
614,12/9/15,"2,047.62","2,061.17","2,080.33","2,036.53",-,-0.77%
615,12/8/15,"2,063.59","2,073.39","2,073.85","2,052.32",-,-0.65%
616,12/7/15,"2,077.07","2,090.42","2,090.42","2,066.78",-,-0.70%
617,12/4/15,"2,091.69","2,051.24","2,093.84","2,051.24",-,2.05%
618,12/3/15,"2,049.62","2,080.71","2,085.00","2,042.35",-,-1.44%
619,12/2/15,"2,079.51","2,101.71","2,104.27","2,077.11",-,-1.10%
620,12/1/15,"2,102.63","2,082.93","2,103.37","2,082.93",-,1.07%
621,11/30/15,"2,080.41","2,090.95","2,093.81","2,080.41",-,-0.46%
622,11/27/15,"2,090.11","2,088.82","2,093.29","2,084.13",-,0.06%
623,11/25/15,"2,088.87","2,089.30","2,093.00","2,086.30",-,-0.01%
624,11/24/15,"2,089.14","2,084.42","2,094.12","2,070.29",-,0.12%
625,11/23/15,"2,086.59","2,089.41","2,095.61","2,081.39",-,-0.12%
626,11/20/15,"2,089.17","2,082.82","2,097.06","2,082.82",-,0.38%
627,11/19/15,"2,081.24","2,083.70","2,086.74","2,078.76",-,-0.11%
628,11/18/15,"2,083.58","2,051.99","2,085.31","2,051.99",-,1.62%
629,11/17/15,"2,050.44","2,053.67","2,066.69","2,045.90",-,-0.13%
630,11/16/15,"2,053.19","2,022.08","2,053.22","2,019.39",-,1.49%
631,11/13/15,"2,023.04","2,044.64","2,044.64","2,022.02",-,-1.12%
632,11/12/15,"2,045.97","2,072.29","2,072.29","2,045.66",-,-1.40%
633,11/11/15,"2,075.00","2,083.41","2,086.94","2,074.85",-,-0.32%
634,11/10/15,"2,081.72","2,077.19","2,083.67","2,069.91",-,0.15%
635,11/9/15,"2,078.58","2,096.56","2,096.56","2,068.24",-,-0.98%
636,11/6/15,"2,099.20","2,098.60","2,101.91","2,083.74",-,-0.03%
637,11/5/15,"2,099.93","2,101.68","2,108.78","2,090.41",-,-0.11%
638,11/4/15,"2,102.31","2,110.60","2,114.59","2,096.98",-,-0.35%
639,11/3/15,"2,109.79","2,102.63","2,116.48","2,097.51",-,0.27%
640,11/2/15,"2,104.05","2,080.76","2,106.20","2,080.76",-,1.19%
641,10/30/15,"2,079.36","2,090.00","2,094.32","2,079.34",-,-0.48%
642,10/29/15,"2,089.41","2,088.35","2,092.52","2,082.63",-,-0.04%
643,10/28/15,"2,090.35","2,066.48","2,090.35","2,063.11",-,1.18%
644,10/27/15,"2,065.89","2,068.75","2,070.37","2,058.84",-,-0.26%
645,10/26/15,"2,071.18","2,075.08","2,075.14","2,066.53",-,-0.19%
646,10/23/15,"2,075.15","2,058.19","2,079.74","2,058.19",-,1.10%
647,10/22/15,"2,052.51","2,021.88","2,055.20","2,021.88",-,1.66%
648,10/21/15,"2,018.94","2,033.47","2,037.97","2,017.22",-,-0.58%
649,10/20/15,"2,030.77","2,033.13","2,039.12","2,026.61",-,-0.14%
650,10/19/15,"2,033.66","2,031.73","2,034.45","2,022.31",-,0.03%
651,10/16/15,"2,033.11","2,024.37","2,033.54","2,020.46",-,0.46%
652,10/15/15,"2,023.86","1,996.47","2,024.15","1,996.47",-,1.49%
653,10/14/15,"1,994.24","2,003.66","2,009.56","1,990.73",-,-0.47%
654,10/13/15,"2,003.69","2,015.00","2,022.34","2,001.78",-,-0.68%
655,10/12/15,"2,017.46","2,015.65","2,018.66","2,010.55",-,0.13%
656,10/9/15,"2,014.89","2,013.73","2,020.13","2,007.61",-,0.07%
657,10/8/15,"2,013.43","1,994.01","2,016.50","1,987.53",-,0.88%
658,10/7/15,"1,995.83","1,982.34","1,999.31","1,976.44",-,0.80%
659,10/6/15,"1,979.92","1,986.63","1,991.62","1,971.99",-,-0.36%
660,10/5/15,"1,987.05","1,954.33","1,989.17","1,954.33",-,1.83%
661,10/2/15,"1,951.36","1,921.77","1,951.36","1,893.70",-,1.43%
662,10/1/15,"1,923.82","1,919.65","1,927.21","1,900.70",-,0.20%
663,9/30/15,"1,920.03","1,887.14","1,920.53","1,887.14",-,1.91%
664,9/29/15,"1,884.09","1,881.90","1,899.48","1,871.91",-,0.12%
665,9/28/15,"1,881.77","1,929.18","1,929.18","1,879.21",-,-2.57%
666,9/25/15,"1,931.34","1,935.93","1,952.89","1,921.50",-,-0.05%
667,9/24/15,"1,932.24","1,934.81","1,937.17","1,908.92",-,-0.34%
668,9/23/15,"1,938.76","1,943.24","1,949.52","1,932.57",-,-0.20%
669,9/22/15,"1,942.74","1,961.39","1,961.39","1,929.22",-,-1.23%
670,9/21/15,"1,966.97","1,960.84","1,979.64","1,955.80",-,0.46%
671,9/18/15,"1,958.03","1,989.66","1,989.66","1,953.45",-,-1.62%
672,9/17/15,"1,990.20","1,995.33","2,020.86","1,986.73",-,-0.26%
673,9/16/15,"1,995.31","1,978.02","1,997.26","1,977.93",-,0.87%
674,9/15/15,"1,978.09","1,955.10","1,983.19","1,954.30",-,1.28%
675,9/14/15,"1,953.03","1,963.06","1,963.06","1,948.27",-,-0.41%
676,9/11/15,"1,961.05","1,951.45","1,961.05","1,939.19",-,0.45%
677,9/10/15,"1,952.29","1,941.59","1,965.29","1,937.19",-,0.53%
678,9/9/15,"1,942.04","1,971.45","1,988.63","1,937.88",-,-1.39%
679,9/8/15,"1,969.41","1,927.30","1,970.42","1,927.30",-,2.51%
680,9/4/15,"1,921.22","1,947.76","1,947.76","1,911.21",-,-1.53%
681,9/3/15,"1,951.13","1,950.79","1,975.01","1,944.72",-,0.12%
682,9/2/15,"1,948.86","1,916.52","1,948.91","1,916.52",-,1.83%
683,9/1/15,"1,913.85","1,970.09","1,970.09","1,903.07",-,-2.96%
684,8/31/15,"1,972.18","1,986.73","1,986.73","1,965.98",-,-0.84%
685,8/28/15,"1,988.87","1,986.06","1,993.48","1,975.19",-,0.06%
686,8/27/15,"1,987.66","1,942.77","1,989.60","1,942.77",-,2.43%
687,8/26/15,"1,940.51","1,872.75","1,943.09","1,872.75",-,3.90%
688,8/25/15,"1,867.61","1,898.08","1,948.04","1,867.08",-,-1.35%
689,8/24/15,"1,893.21","1,965.15","1,965.15","1,867.01",-,-3.94%
690,8/21/15,"1,970.89","2,034.08","2,034.08","1,970.89",-,-3.19%
691,8/20/15,"2,035.73","2,076.61","2,076.61","2,035.73",-,-2.11%
692,8/19/15,"2,079.61","2,095.69","2,096.17","2,070.53",-,-0.83%
693,8/18/15,"2,096.92","2,101.99","2,103.47","2,094.14",-,-0.26%
694,8/17/15,"2,102.44","2,089.70","2,102.87","2,079.30",-,0.52%
695,8/14/15,"2,091.54","2,083.15","2,092.45","2,080.61",-,0.39%
696,8/13/15,"2,083.39","2,086.19","2,092.93","2,078.26",-,-0.13%
697,8/12/15,"2,086.05","2,081.10","2,089.06","2,052.09",-,0.10%
698,8/11/15,"2,084.07","2,102.66","2,102.66","2,076.49",-,-0.96%
699,8/10/15,"2,104.18","2,080.98","2,105.35","2,080.98",-,1.28%
700,8/7/15,"2,077.57","2,082.61","2,082.61","2,067.91",-,-0.29%
701,8/6/15,"2,083.56","2,100.75","2,103.32","2,075.53",-,-0.78%
702,8/5/15,"2,099.84","2,095.27","2,112.66","2,095.27",-,0.31%
703,8/4/15,"2,093.32","2,097.68","2,102.51","2,088.60",-,-0.22%
704,8/3/15,"2,098.04","2,104.49","2,105.70","2,087.31",-,-0.28%
705,7/31/15,"2,103.84","2,111.60","2,114.24","2,102.07",-,-0.23%
706,7/30/15,"2,108.63","2,106.78","2,110.48","2,094.97",-,0.00%
707,7/29/15,"2,108.57","2,094.70","2,110.60","2,094.08",-,0.73%
708,7/28/15,"2,093.25","2,070.75","2,095.60","2,069.09",-,1.24%
709,7/27/15,"2,067.64","2,078.19","2,078.19","2,063.52",-,-0.58%
710,7/24/15,"2,079.65","2,102.24","2,106.01","2,077.09",-,-1.07%
711,7/23/15,"2,102.15","2,114.16","2,116.87","2,098.63",-,-0.57%
712,7/22/15,"2,114.15","2,118.21","2,118.51","2,110.00",-,-0.24%
713,7/21/15,"2,119.21","2,127.55","2,128.49","2,115.40",-,-0.43%
714,7/20/15,"2,128.28","2,126.85","2,132.82","2,123.65",-,0.08%
715,7/17/15,"2,126.64","2,126.80","2,128.91","2,119.88",-,0.11%
716,7/16/15,"2,124.29","2,110.55","2,124.42","2,110.55",-,0.80%
717,7/15/15,"2,107.40","2,109.01","2,114.14","2,102.49",-,-0.07%
718,7/14/15,"2,108.95","2,099.72","2,111.98","2,098.18",-,0.45%
719,7/13/15,"2,099.60","2,080.03","2,100.67","2,080.03",-,1.11%
720,7/10/15,"2,076.62","2,052.74","2,081.31","2,052.74",-,1.23%
721,7/9/15,"2,051.31","2,049.73","2,074.28","2,049.73",-,0.23%
722,7/8/15,"2,046.68","2,077.66","2,077.66","2,044.66",-,-1.67%
723,7/7/15,"2,081.34","2,069.52","2,083.74","2,044.02",-,0.61%
724,7/6/15,"2,068.76","2,073.95","2,078.61","2,058.40",-,-0.39%
725,7/2/15,"2,076.78","2,078.03","2,085.06","2,071.02",-,-0.03%
726,7/1/15,"2,077.42","2,067.00","2,082.78","2,067.00",-,0.69%
727,6/30/15,"2,063.11","2,061.19","2,074.28","2,056.32",-,0.27%
728,6/29/15,"2,057.64","2,098.63","2,098.63","2,056.64",-,-2.09%
729,6/26/15,"2,101.49","2,102.62","2,108.92","2,095.38",-,-0.04%
730,6/25/15,"2,102.31","2,109.96","2,116.04","2,101.78",-,-0.30%
731,6/24/15,"2,108.58","2,123.65","2,125.10","2,108.58",-,-0.74%
732,6/23/15,"2,124.20","2,123.16","2,128.03","2,119.89",-,0.06%
733,6/22/15,"2,122.85","2,112.50","2,129.87","2,112.50",-,0.61%
734,6/19/15,"2,109.99","2,121.06","2,121.64","2,109.45",-,-0.53%
735,6/18/15,"2,121.24","2,101.58","2,126.65","2,101.58",-,0.99%
736,6/17/15,"2,100.44","2,097.40","2,106.79","2,088.86",-,0.20%
737,6/16/15,"2,096.29","2,084.26","2,097.40","2,082.10",-,0.57%
738,6/15/15,"2,084.43","2,091.34","2,091.34","2,072.49",-,-0.46%
739,6/12/15,"2,094.11","2,107.43","2,107.43","2,091.33",-,-0.70%
740,6/11/15,"2,108.86","2,106.24","2,115.02","2,106.24",-,0.17%
741,6/10/15,"2,105.20","2,081.12","2,108.50","2,081.12",-,1.20%
742,6/9/15,"2,080.15","2,079.07","2,085.62","2,072.14",-,0.04%
743,6/8/15,"2,079.28","2,092.34","2,093.01","2,079.11",-,-0.65%
744,6/5/15,"2,092.83","2,095.09","2,100.99","2,085.67",-,-0.14%
745,6/4/15,"2,095.84","2,112.35","2,112.89","2,093.23",-,-0.86%
